"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
1665;1421;430;2;62;"B";5;70065;67;3;NA;70;8;"AMA DE CASA                                     ";"ADMINISTRATIVA                                  ";5;1;4;6;1;4;4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;5;NA;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;3;4;NA;4;NA;NA;1;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4
1898;1606;513;2;53;"A";1;781;NA;6;3;NA;6;"                                                ";"DOCENTE                                         ";20;1;3;4;0;3;3;6;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;NA;4;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;4;4;NA;4;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2585;2140;497;1;68;"A";1;106;NA;2;NA;68;8;"JUBILADA                                        ";"MEDICO GINECOLOG                                ";7;0;NA;6;NA;3;4;9;6;2;2;NA;1;1;2;5;2;2;1;NA;NA;1;NA;NA;5;4;NA;4;3;3;NA;NA;NA;4;NA;NA;3;3;3;1;1;1;1;1;2;1;3;2;1;1;2;2;3;NA;3;7;3;1;1;1;2;NA;3;2;2;1;1;1;2;1;1;3
607;549;514;2;65;"B";4;691;69;4;NA;NA;4;"JUBILADA DOCENTE                                ";"PRECEPTORA                                      ";13;0;NA;5;1;3;3;6;6;7;2;1;7;2;4;NA;2;2;NA;NA;NA;7;2;3;3;2;4;4;4;4;4;NA;NA;4;4;NA;NA;4;4;4;4;3;NA;4;4;NA;4;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1780;1512;715;2;48;"A";1;925;73;6;20;NA;6;"JUBILADA                                        ";"                                                ";25;1;2;4;NA;3;2;6;6;1;NA;NA;1;1;NA;4;1;NA;NA;NA;NA;5;NA;NA;NA;5;5;5;5;5;5;NA;4;5;4;4;NA;4;NA;NA;NA;4;NA;4;NA;NA;4;NA;NA;4;4;NA;NA;NA;4;4;3;4;4;3;4;3;4;4;NA;NA;NA;4;NA;NA;4;NA
1985;1670;5;2;70;"B";5;70012;4;NA;NA;NA;6;"RETIRADO RENTIST                                ";"DOC UNIVERSITARI                                ";1;0;NA;6;0;2;3;6;6;3;3;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;7;NA;6;NA;NA;3;NA;NA;NA;NA;NA;3;4;3;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;3;NA;3;1;3;NA;NA;NA;3;2;3;2;NA;NA;NA;NA;3;NA;NA;3
542;497;813;2;68;"A";1;202;74;2;NA;77;4;"AMA DE CASA                                     ";"MODISTA                                         ";6;1;3;2;3;2;2;6;9;2;2;7;0;0;4;4;0;4;1;0;0;3;5;5;5;3;4;4;2;4;4;0;3;4;4;3;3;4;1;1;1;3;3;4;4;4;3;4;2;3;4;1;3;1;3;9;4;4;3;3;3;3;4;4;3;2;3;3;4;4;4;3
2474;2047;12;2;54;"A";2;1012;61;1;NA;NA;8;"RETIRADA                                        ";"EMPLEADA                                        ";6;1;3;4;NA;4;4;6;6;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;4;NA;NA;NA;4;NA;4;3;NA;4;3;NA;NA;4;NA;3;NA;3;4;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;4
620;561;724;2;41;"B";4;661;71;3;NA;68;6;"JUBILADA                                        ";"                                                ";30;0;NA;5;1;3;4;9;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;5;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;3;NA;NA;3;3;3;4;3;3;NA;3;NA;3;3;3;3
1658;1414;97;2;59;"B";4;564;78;6;3;NA;4;"JUBILADA                                        ";"DOCENTE                                         ";18;1;2;6;5;2;2;6;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;3;4;3;NA;NA;5;NA;NA;1;4;NA;4;3;NA;NA;4;4;NA;4;4;NA;4;4;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2554;2113;51;2;62;"A";2;143;65;5;NA;NA;NA;"DOCENTE                                         ";"TRAB SOCIAL                                     ";3;1;3;6;2;1;1;6;0;1;1;NA;NA;7;4;4;NA;4;NA;NA;NA;4;7;NA;NA;NA;4;4;4;4;NA;NA;4;4;4;4;3;4;3;3;3;2;4;4;4;4;4;4;4;3;4;2;4;1;4;3;3;2;3;3;4;4;4;4;3;2;2;2;3;4;4;4
205;197;437;2;58;"E";13;7038;59;5;NA;NA;6;"NINGUNA                                         ";"ADMINISTRATIVA                                  ";1;1;3;4;NA;1;4;6;9;1;NA;0;0;3;0;5;6;0;0;0;0;0;12;0;NA;4;5;NA;4;NA;4;0;4;4;4;3;4;4;4;2;4;2;1;4;4;3;4;4;3;3;4;1;3;1;4;1;4;4;4;4;4;3;3;4;4;2;2;3;3;3;3;3
1535;1321;123;2;63;"A";2;617;78;1;NA;NA;4;"                                                ";"VOCAL DE JUNTA                                  ";15;1;2;4;1;2;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;3;0;0;0;0;0;3;4;4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1588;1363;639;2;54;"D";11;449;71;4;NA;NA;4;"jubilada                                        ";"asistente social                                ";17;1;2;6;NA;2;2;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;5;5;5;NA;0;0;3;4;4;4;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;4;NA;4;NA;NA;12;3;NA;NA;NA;3;3;3;3;NA;NA;3;4;4;3;NA;3
581;529;296;2;64;"C";7;70322;66;2;NA;67;4;"                                                ";"DOCENTE-DIRECTIV                                ";3;1;3;6;1;2;1;9;NA;2;NA;7;NA;NA;4;4;NA;1;NA;NA;NA;2;NA;NA;5;NA;NA;5;NA;3;NA;NA;4;5;4;4;4;4;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;NA;4;NA;NA;NA;4;3;4;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;4;NA;4;4
2237;1866;839;2;61;"E";13;7051;62;5;NA;NA;6;"JUBILADA                                        ";"                                                ";1;1;2;6;1;NA;NA;6;NA;3;3;NA;1;7;7;1;1;NA;NA;NA;NA;1;NA;NA;NA;3;4;4;3;NA;NA;NA;NA;4;0;3;4;4;3;NA;NA;4;4;4;NA;NA;4;4;NA;NA;4;1;4;1;3;1;4;3;3;3;NA;3;4;4;3;2;2;3;3;3;4;4
837;753;881;2;63;"B";4;654;76;2;NA;78;8;"JUBILADA                                        ";"FARMACEUTICA                                    ";13;0;NA;6;1;3;4;9;6;2;2;7;NA;1;3;NA;NA;2;NA;NA;NA;3;NA;NA;4;NA;4;5;4;4;3;NA;NA;5;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;12;3;NA;3;4;3;4;4;3;3;NA;3;NA;3;3;3;4
1251;1093;548;1;65;"B";4;175;73;2;NA;75;8;"JUBI                                            ";"METALURGICO                                     ";8;0;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3
1028;917;184;1;60;"D";11;409;69;2;NA;67;6;"jubilada                                        ";"docente                                         ";9;0;1;6;1;1;1;6;6;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;3;4;3;4;NA;NA;NA;5;3;3;2;4;2;1;1;3;3;4;2;1;3;3;3;2;1;1;2;1;3;5;2;2;2;2;3;3;3;2;2;2;2;2;3;2;2;2
2631;2173;147;2;57;"A";1;75;66;5;NA;NA;6;"ESTUDIANTE                                      ";"                                                ";9;1;3;6;0;2;2;6;9;1;NA;NA;4;NA;7;7;NA;7;NA;NA;NA;NA;7;NA;NA;5;NA;5;NA;5;5;NA;5;5;5;5;NA;3;NA;NA;NA;NA;NA;NA;4;NA;3;4;NA;NA;3;NA;NA;NA;NA;NA;4;NA;3;NA;4;3;3;3;NA;NA;NA;4;3;3;NA;NA
660;596;877;1;55;"B";4;520;64;4;NA;NA;4;"JUBILADO                                        ";"ODONTOLOGO                                      ";9;1;0;6;0;2;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;4;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;1;4;1;4;1;4;4;4;4;4;4;4;4;3;1;1;3;4;4;4;4
1808;1535;707;1;67;"A";1;896;77;3;21;66;6;"JUBILADO                                        ";"COMERCIANTE                                     ";10;0;3;6;0;3;4;9;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;4;NA;4;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;NA;NA;NA;4;NA;4;5;4;4;3;1;3;3;4;3;3;1;1;1;3;3;3;3
2380;1976;185;2;60;"A";1;903;75;2;NA;79;6;"JUBILADA                                        ";"DOCENTE                                         ";15;1;2;6;NA;3;3;6;3;2;2;7;1;NA;2;2;NA;1;1;NA;NA;2;1;NA;4;4;NA;4;9;3;4;9;NA;4;4;4;3;3;9;9;9;1;9;3;9;NA;3;4;9;9;9;9;3;9;9;10;3;NA;NA;NA;3;4;3;2;2;1;1;9;3;9;3;3
257;247;626;2;61;"D";10;150;69;2;NA;78;8;"JUBILADA                                        ";"GERENTE                                         ";8;1;4;5;NA;3;3;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;3;4;4;4;4;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;13;4;3;3;3;4;4;4;4;3;3;NA;3;4;4;4;4
1207;1061;615;2;58;"A";1;272;70;2;NA;73;6;"JUBILADA                                        ";"DOCENTE                                         ";12;1;3;5;NA;2;2;9;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1846;1565;791;1;65;"A";2;647;77;3;NA;NA;6;"JUBILADO                                        ";"                                                ";12;0;NA;6;NA;3;4;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;NA;5;NA;5;3;NA;4;5;5;4;4;NA;NA;NA;NA;4;4;4;4;4;4;4;NA;4;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
908;814;908;2;60;"A";2;373;63;5;NA;NA;6;"                                                ";"ADM                                             ";3;1;3;4;NA;3;3;9;6;7;NA;NA;3;NA;NA;NA;NA;NA;1;7;3;NA;NA;NA;NA;4;NA;NA;NA;NA;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
934;838;448;1;67;"C";7;70478;71;5;NA;NA;4;"JUBILADA                                        ";"PUBLICIDAD GRAFI                                ";4;1;3;5;1;2;9;7;6;3;3;NA;1;7;NA;4;1;NA;0;NA;NA;NA;3;NA;0;4;4;0;4;0;4;0;4;4;4;4;9;3;9;9;9;9;9;3;3;9;3;3;9;9;9;9;9;9;9;1;3;9;9;9;9;9;4;9;9;9;9;9;3;9;9;3
1689;1442;144;2;55;"B";4;14;62;6;10;NA;4;"JUBILADA                                        ";"DOCENTE                                         ";6;1;2;5;2;2;2;6;6;3;5;0;1;1;7;7;1;7;2;1;1;2;2;1;9;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;2;4;3;4;3;4;4;4;4;4;NA;3;3;4;2;5;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3
1139;1001;918;2;54;"A";2;770;61;3;NA;63;6;"                                                ";"DOCENTE                                         ";6;1;3;6;NA;3;4;9;9;2;2;7;3;NA;NA;NA;NA;NA;3;NA;2;2;4;NA;4;4;0;0;0;0;4;0;4;4;4;4;3;4;3;2;2;3;3;2;3;3;4;3;2;3;3;1;1;9;3;NA;4;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3
405;377;442;2;60;"C";7;70383;70;6;5;NA;8;"COMERCIANTE                                     ";"COMERCIANTE                                     ";10;0;NA;4;1;4;4;4;9;9;1;NA;NA;NA;NA;2;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;NA;NA;5;5;NA;4;4;NA;4;NA;NA;NA;4;NA;NA;4;4;NA;NA;NA;NA;NA;NA;4;2;4;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;NA;NA;NA;4
1897;1605;632;1;52;"A";2;236;65;3;NA;61;8;"JUBILADO                                        ";"                                                ";13;0;4;6;2;3;4;9;6;2;2;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;5;NA;NA;NA;NA;NA;4;5;NA;4;4;3;3;3;4;2;4;2;NA;4;3;9;9;9;9;4;9;4;2;4;NA;3;NA;4;4;4;4;4;1;1;1;3;4;4;4
92;92;404;2;62;"E";13;6060;68;2;NA;65;6;"JUBILADA                                        ";"DOCENTE                                         ";6;1;3;6;3;2;2;6;9;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;5;NA;4;NA;4;NA;NA;5;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1032;920;3;1;55;"A";2;855;62;1;NA;NA;6;"JUBILADO                                        ";"PROFESORA                                       ";7;1;4;5;0;2;2;6;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;5;NA;5;5;NA;4;4;NA;NA;NA;4;NA;4;NA;NA;4;NA;NA;NA;NA;NA;4;NA;4;NA;4;NA;4;4;3;4;4;3;9;4;4;9;4;9;9;4
2004;1683;308;1;56;"D";10;350;68;NA;NA;NA;8;"JUBILADO                                        ";"DPA                                             ";2;0;NA;4;0;3;2;6;6;3;NA;NA;5;5;5;5;NA;NA;3;NA;4;4;3;4;NA;5;5;5;NA;NA;4;NA;5;5;4;4;4;4;4;NA;NA;4;NA;4;4;NA;4;4;4;4;4;NA;4;NA;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2568;2125;659;2;67;"A";2;558;70;1;NA;NA;4;"JUBILADA                                        ";"EJERCICIO PROFES                                ";3;1;1;6;0;3;2;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;0;NA;NA;4;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;NA;4;NA;4;NA;4;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2583;2138;347;2;67;"A";1;363;67;2;NA;66;6;"AMA DE CASA                                     ";"AMA DE CASA                                     ";4;0;2;NA;2;2;1;3;3;2;2;7;0;2;3;2;2;3;1;1;NA;2;3;NA;5;2;4;5;4;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;3;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;3;NA;4;4;NA;4;4;NA;3;4;3
2531;2095;325;2;50;"A";1;329;50;1;NA;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";1;1;3;5;NA;3;2;6;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;3;NA;NA;NA;NA;3;3;NA;5;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;3;4;NA;NA;NA;NA;NA;4;NA;NA;NA
1542;1327;931;2;61;"C";7;70318;69;2;NA;72;4;"JUBILADA                                        ";"ROTISERIA                                       ";8;0;NA;5;NA;2;2;6;3;6;NA;7;0;3;7;7;3;7;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4;NA;NA;NA;4;3;3;3;4;3;2;3;4;3;4;4;4;4;4;3;3;4;2;3;1;3;NA;3;3;3;3;3;3;4;3;3;3;2;3;3;3;3;4
1576;1352;436;2;60;"A";2;261;69;6;15;NA;6;"AMA DE CASA                                     ";"AMA DE CASA                                     ";9;0;NA;2;2;3;3;9;6;1;1;NA;2;2;NA;2;2;NA;2;NA;2;4;5;6;NA;5;4;NA;3;NA;4;NA;4;5;4;4;NA;4;NA;3;NA;3;3;4;4;3;NA;3;NA;3;NA;NA;4;NA;4;2;4;4;4;NA;NA;4;4;4;4;NA;4;4;4;4;4;4
1766;1500;140;1;65;"A";1;934;82;5;NA;NA;6;"JUBILADO                                        ";"COMERCIALES                                     ";16;1;1;3;0;2;2;6;9;1;NA;NA;1;1;NA;1;1;NA;NA;NA;NA;1;1;NA;NA;5;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;3;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA
291;274;220;2;62;"A";2;63;67;2;NA;65;4;"JUBILADA                                        ";"ADMINISTRATIVA                                  ";5;1;3;5;0;3;2;6;6;2;2;7;1;4;4;4;4;4;1;NA;NA;1;2;NA;4;4;4;4;4;4;4;0;3;4;3;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;4;4;NA
1546;1331;810;1;50;"A";2;283;61;2;NA;56;4;"JUBILADO                                        ";"BANCARIO                                        ";12;0;2;4;1;2;3;6;9;2;NA;4;2;2;0;2;1;0;2;0;0;2;3;3;3;3;3;3;3;3;3;0;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;3;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
903;809;159;2;72;"B";4;19;NA;2;NA;85;6;"                                                ";"                                                ";7;0;3;4;0;2;4;9;9;NA;NA;NA;NA;NA;2;2;NA;2;1;NA;1;1;NA;NA;4;NA;NA;4;NA;4;NA;NA;4;4;4;4;NA;4;NA;NA;4;NA;4;4;4;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2312;1918;435;2;68;"A";1;244;68;6;1;NA;0;"JUBILADA                                        ";"                                                ";1;1;0;4;2;2;1;0;3;1;1;0;3;0;0;0;0;0;0;2;0;0;3;0;0;2;0;4;0;4;0;4;4;0;4;4;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;2;4;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1261;1099;938;2;60;"B";5;50328;66;6;18;NA;8;"VENDEDORA                                       ";"AMA DE CASA                                     ";6;0;3;2;1;4;4;9;9;1;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;NA;NA;NA;5;5;4;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;NA;NA;NA;4;NA;4;1;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;4;NA;NA;4
1838;1559;476;2;11;"A";2;614;65;6;27;NA;4;"JUBILADA                                        ";"ODONTOLOGO                                      ";9;1;2;6;NA;2;1;3;3;1;1;0;1;NA;2;2;NA;2;NA;NA;NA;1;3;NA;0;3;0;5;0;4;4;0;3;4;4;4;4;4;4;1;1;4;4;4;4;1;3;3;3;3;4;1;4;1;3;8;4;4;4;4;3;4;4;4;4;1;NA;3;4;3;3;3
506;465;234;1;50;"D";11;452;80;6;10;NA;6;"                                                ";"VICEDIRECTORA                                   ";30;0;NA;4;4;2;2;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;3;NA;3;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA
42;42;409;1;62;"E";13;7192;NA;6;8;NA;6;"JUBILADO                                        ";"ABOGADO                                         ";22;1;3;6;NA;3;3;6;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;3;NA;NA;4;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;4
1031;919;834;1;65;"A";2;857;73;2;NA;70;6;"                                                ";"ADM                                             ";7;1;3;5;0;2;3;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;1;2;3;2;4;3;3;3;3;3;3;3;2;2;2;3;12;4;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3
1953;1649;487;2;58;"A";2;47;58;2;NA;62;4;"JUBILADA                                        ";"AMA DE CASA                                     ";1;1;2;5;NA;2;NA;6;9;5;4;7;NA;7;7;NA;NA;NA;NA;7;3;5;5;NA;4;3;3;4;NA;NA;4;4;4;4;4;4;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2041;1710;305;1;67;"E";13;7081;70;2;NA;68;6;"JUBILADO                                        ";"EMPLEADO                                        ";3;0;NA;5;NA;2;3;9;6;5;3;7;3;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;NA;NA;3;NA;3;NA;3;3;NA;NA;NA;NA;NA;3;NA;NA;2;3;3;3;3;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;3
515;473;952;2;64;"D";11;437;NA;2;NA;73;6;"AMA DE CASA                                     ";"                                                ";1;9;9;3;1;2;2;9;6;5;3;7;1;7;NA;1;NA;NA;NA;NA;NA;2;3;NA;4;NA;4;NA;4;NA;NA;NA;NA;4;4;NA;NA;4;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;255;592;2;66;"D";10;132;68;2;NA;75;6;"JUBILADA                                        ";"DOCENTE                                         ";12;1;3;6;1;3;4;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;NA;NA;4;4;NA;4;3;3;3;2;2;3;2;3;3;3;3;2;3;3;2;4;1;4;8;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4
1628;1395;160;2;65;"A";2;706;NA;6;15;NA;4;"AMA DE CASA                                     ";"COMERCIANTE                                     ";7;1;0;4;NA;3;2;6;6;1;NA;NA;1;1;3;3;1;1;NA;NA;1;3;3;NA;0;5;5;5;4;4;4;0;NA;5;5;4;4;4;4;NA;NA;4;4;NA;4;NA;4;NA;4;NA;4;NA;4;NA;4;4;4;3;4;3;3;3;4;2;3;NA;2;2;3;3;2;2
1242;1088;853;2;57;"B";4;295;66;2;NA;NA;6;"JUBILADA                                        ";"                                                ";9;1;3;5;NA;2;2;6;9;2;NA;7;7;NA;7;NA;NA;7;NA;NA;NA;3;NA;NA;4;5;0;5;0;4;4;0;NA;5;5;5;4;4;4;NA;NA;4;4;4;NA;NA;4;4;NA;NA;4;NA;4;NA;4;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2037;1706;612;2;60;"B";4;744;62;2;NA;62;6;"JUBILADA                                        ";"DOCENTE                                         ";2;1;3;6;NA;1;2;9;9;5;3;7;1;3;7;3;3;3;NA;NA;NA;1;7;NA;NA;4;2;4;4;3;3;3;NA;3;4;4;4;4;3;1;1;4;4;4;3;1;4;4;3;3;3;2;3;1;3;3;4;3;3;2;3;3;3;3;NA;NA;NA;NA;3;3;3;3
890;799;795;2;52;"B";4;37;74;2;NA;48;2;"AMA DE CASA                                     ";"PROFESORA                                       ";16;1;2;6;2;2;3;6;9;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;5;4;4;4;0;3;4;4;4;4;4;4;NA;4;4;4;4;3;3;4;4;3;4;4;4;4;NA;3;10;3;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4
